Manuscript,Taxa,Total_Field_Seasons,Device_Pairing_Abbreviation,Intermediate_Device_Pairing,Broad_Device_Pairings,Tracking_Group,Monitor_Group,Discipline,Sub_discipline,Single_or_Multiple_Pairing,Total_Devices,Water_Type,Min_C_Depth_m,Max_C_Depth_m,Min_length_Tag_cm,Max_length_Tag_cm,Min_Days_Tracked,Max_Days_Tracked,Min_Hours_Recorded,Max_Hours_Recorded,Notes,Depth_groups,Length_Groups,Tracking_Days,Recording_Hours
Richard_2020,Bivalvia,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,0,0,21.1,43.7,Not Reported,395,Not Reported,NA,,Surface to 2m,Small (<28.5cm),Long Term (>170d),NA
Richard_2020,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Resource-Use Management,Aquaculture,Single,2,Saltwater,0,0,21.1,43.7,Not Reported,395,Not Reported,NA,,Surface to 2m,Small (<28.5cm),Long Term (>170d),NA
Richard_2020,Bivalvia,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Resource-Use Management,Aquaculture,Single,2,Saltwater,0,0,21.1,43.7,Not Reported,395,Not Reported,NA,,Surface to 2m,Small (<28.5cm),Long Term (>170d),NA
Riekkola_2018,Cetacea,1,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Methodological,Integrated approach,Single,2,Saltwater,0,0,NA,Not Reported,0,254,Not Reported,NA,"complementation - combined integrative tools, genetics, genotyping, and photo-indeitifcatio nthat identified the origins of breeding grounds of whales, where satellite teleemtrye then worked to show the migratory pathways from these breeding rounds. ",Surface to 2m,NA,Long Term (>170d),NA
Riekkola_2018,Cetacea,1,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,0,NA,Not Reported,0,254,Not Reported,NA,,Surface to 2m,NA,Long Term (>170d),NA
Riekkola_2018,Cetacea,1,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,0,0,NA,Not Reported,0,254,Not Reported,NA,,Surface to 2m,NA,Long Term (>170d),NA
Riekkola_2018,Cetacea,1,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Reproductive Ecology,Adult migration,Single,2,Saltwater,0,0,NA,Not Reported,0,254,Not Reported,NA,,Surface to 2m,NA,Long Term (>170d),NA
Riekkola_2018,Cetacea,1,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Other Drivers of Movement and Behavior,Ontogenic,Single,2,Saltwater,0,0,NA,Not Reported,0,254,Not Reported,NA,,Surface to 2m,NA,Long Term (>170d),NA
Riekkola_2018,Cetacea,1,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Behavioural Ecology,Population structuring,Single,2,Saltwater,0,0,NA,Not Reported,0,254,Not Reported,NA,,Surface to 2m,NA,Long Term (>170d),NA
Rillahan_2009,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Methodological,Feasibility,Single,2,Saltwater,Not Reported,NA,25.52,26.26,10,29,3.5,8,,NA,Small (<28.5cm),Medium Term (3-170d),Medium Term (2-20hr)
Rillahan_2009,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Resource-Use Management,Aquaculture,Single,2,Saltwater,Not Reported,NA,25.52,26.26,10,29,3.5,8,,NA,Small (<28.5cm),Medium Term (3-170d),Medium Term (2-20hr)
Robinson_2024,Reptilia,3,DD + AB + Mobile,DataLogger_Animalborne_Mobile,NoReceiver_Animalborne_Mobile,Data Logger,Animal-borne_Mobile,Behavioural Ecology,Behavioural states and adaptations,Multiple,3,Saltwater,0,NA,32.6,63.7,0.0847,0.1406,0.1667,3.375,,NA,Medium (28.5-120cm),Short Term (<3d),Medium Term (2-20hr)
Robinson_2024,Reptilia,3,DD + AB + Mobile,DataLogger_Animalborne_Mobile,NoReceiver_Animalborne_Mobile,Data Logger,Animal-borne_Mobile,Methodological,Tagging procedure,Multiple,3,Saltwater,0,NA,32.6,63.7,0.0847,0.1406,0.1667,3.375,,NA,Medium (28.5-120cm),Short Term (<3d),Medium Term (2-20hr)
Robinson_2024,Reptilia,3,DD + AB + Mobile,DataLogger_Animalborne_Mobile,NoReceiver_Animalborne_Mobile,Data Logger,Animal-borne_Mobile,Methodological,Integrated approach,Multiple,3,Saltwater,0,NA,32.6,63.7,0.0847,0.1406,0.1667,3.375,,NA,Medium (28.5-120cm),Short Term (<3d),Medium Term (2-20hr)
Rogers_2024,Reptilia,1,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Satellite,Animal-borne,Methodological,Feasibility,Multiple,3,Saltwater,0,4,NA,Not Reported,Not Reported,NA,0.55,3.313,,2m to 61m,NA,NA,Medium Term (2-20hr)
Rogers_2024,Reptilia,1,DD + SA + AB,DataLogger_Satellite_Animalborne,NoReceiver_Animalborne,Satellite,Animal-borne,Methodological,Attributing behaviours to movement,Multiple,3,Saltwater,0,4,NA,Not Reported,Not Reported,NA,0.55,3.313,,2m to 61m,NA,NA,Medium Term (2-20hr)
Romer_2023,Petromyzontida,2,PIT + R + Stationary,PIT_Radio_Stationary,Receiver_Stationary,PIT_Radio,Stationary,Resource-Use Management,Manmade structures,Multiple,3,Freshwater,Not Reported,NA,552,642,1,303,34,326,"verification and complementtion - used PIT and adio tags to ensure that field of view of camera was enough to capture all migratin lampreys through the dam and they weren't finding some weird hole somehwere, but also complementation in that both PIT and video were used detect lampreys passing the dam.",NA,Large (>120cm),Long Term (>170d),Long Term (>20hr)
Romer_2023,Petromyzontida,2,PIT + R + Stationary,PIT_Radio_Stationary,Receiver_Stationary,PIT_Radio,Stationary,Reproductive Ecology,Adult migration,Multiple,3,Freshwater,Not Reported,NA,552,642,1,303,34,326,,NA,Large (>120cm),Long Term (>170d),Long Term (>20hr)
Romer_2023,Petromyzontida,2,PIT + R + Stationary,PIT_Radio_Stationary,Receiver_Stationary,PIT_Radio,Stationary,Methodological,Tag and video accuracy and precision,Multiple,3,Freshwater,Not Reported,NA,552,642,1,303,34,326,,NA,Large (>120cm),Long Term (>170d),Long Term (>20hr)
Rudd_2021,Chondrichthyes,2,SA + AB,Satellite_Animalborne,NoReceiver_Animalborne,Satellite,Animal-borne,Conservation Measures,Marine protected areas and reserves,Multiple,3,Saltwater,2,50,500,700,0.33,4.6,0.8,8.5,,2m to 61m,Large (>120cm),Medium Term (3-170d),Medium Term (2-20hr)
Rudd_2021,Chondrichthyes,2,SA + AB,Satellite_Animalborne,NoReceiver_Animalborne,Satellite,Animal-borne,Reproductive Ecology,"Spawning, breeding, nesting behaviour",Multiple,3,Saltwater,2,50,500,700,0.33,4.6,0.8,8.5,,2m to 61m,Large (>120cm),Medium Term (3-170d),Medium Term (2-20hr)
Rudd_2021,Chondrichthyes,2,SA + AB,Satellite_Animalborne,NoReceiver_Animalborne,Satellite,Animal-borne,Behavioural Ecology,Habitat and space use,Multiple,3,Saltwater,2,50,500,700,0.33,4.6,0.8,8.5,,2m to 61m,Large (>120cm),Medium Term (3-170d),Medium Term (2-20hr)
Runde_2022,Teleostei,4,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Species Management,Mortality Reduction,Single,2,Saltwater,0,5,33,108.5,Not Reported,NA,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),NA,NA
Runde_2022,Teleostei,4,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Species Management,Mortality Reduction,Single,2,Saltwater,0,5,33,108.5,Not Reported,NA,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),NA,NA
Runde_2022,Teleostei,4,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,0,5,33,108.5,Not Reported,NA,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),NA,NA
Ryan_2015,Chondrichthyes,Not Reported,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,5,85,31,426,Not Reported,NA,1,2,"Verification - used acoustic telemetry data, that was already collected, to veridy that BRUV could be used to measure cruising speeds of different sized indiviauls. ",>61m,Medium (28.5-120cm),NA,Short term (<2hr)
Ryan_2015,Chondrichthyes,Not Reported,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Behavioural Ecology,Energetics,Single,2,Saltwater,5,85,31,426,Not Reported,NA,1,2,,>61m,Medium (28.5-120cm),NA,Short term (<2hr)
Ryan_2015,Chondrichthyes,Not Reported,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,5,85,31,426,Not Reported,NA,1,2,,>61m,Medium (28.5-120cm),NA,Short term (<2hr)
Ryan_2015,Chondrichthyes,Not Reported,AC + B,Acoustic_Baited,Receiver_Baited,Acoustic,Baited,Other Drivers of Movement and Behavior,Demographics,Single,2,Saltwater,5,85,31,426,Not Reported,NA,1,2,,>61m,Medium (28.5-120cm),NA,Short term (<2hr)
Sanz-Ronda_2021,Teleostei,2,R + Stationary,Radio_Stationary,Receiver_Stationary,Radio,Stationary,Resource-Use Management,Manmade structures,Single,2,Freshwater,0,0,21.5,32.5,170,170,14,14,,Surface to 2m,Small (<28.5cm),Medium Term (3-170d),Medium Term (2-20hr)
Sanz-Ronda_2021,Teleostei,2,R + Stationary,Radio_Stationary,Receiver_Stationary,Radio,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Freshwater,0,0,21.5,32.5,170,170,14,14,,Surface to 2m,Small (<28.5cm),Medium Term (3-170d),Medium Term (2-20hr)
Sanz-Ronda_2021,Teleostei,2,R + Stationary,Radio_Stationary,Receiver_Stationary,Radio,Stationary,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Freshwater,0,0,21.5,32.5,170,170,14,14,,Surface to 2m,Small (<28.5cm),Medium Term (3-170d),Medium Term (2-20hr)
Sarno_1994,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Co_existence,Single,2,Saltwater,12,15,24,36,Not Reported,NA,Not Reported,NA,,2m to 61m,Small (<28.5cm),NA,NA
Sarno_1994,Teleostei,2,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,12,15,24,36,Not Reported,NA,Not Reported,NA,,2m to 61m,Small (<28.5cm),NA,NA
Schwarz_2022,Phocidae,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,3,22,Not Reported,NA,"Took photos, but did not decscribe a lot of this process which is why we have lots of not reported",NA,NA,Medium Term (3-170d),NA
Schwarz_2022,Phocidae,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,3,22,Not Reported,NA,,NA,NA,Medium Term (3-170d),NA
Schwarz_2022,Phocidae,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Other Drivers of Movement and Behavior,Demographics,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,3,22,Not Reported,NA,,NA,NA,Medium Term (3-170d),NA
Semmens_2019,Chondrichthyes,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,27,280,370,Not Reported,NA,17.2,169.6,,2m to 61m,Large (>120cm),NA,Long Term (>20hr)
Semmens_2019,Chondrichthyes,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Energetics,Single,2,Saltwater,0,27,280,370,Not Reported,NA,17.2,169.6,,2m to 61m,Large (>120cm),NA,Long Term (>20hr)
Sjoberg_1999,Phocidae,5,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Other Drivers of Movement and Behavior,Diel differences,Single,2,Saltwater,0,0,NA,Not Reported,21,185,Not Reported,240,,Surface to 2m,NA,Long Term (>170d),Long Term (>20hr)
Sjoberg_1999,Phocidae,5,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,0,0,NA,Not Reported,21,185,Not Reported,240,,Surface to 2m,NA,Long Term (>170d),Long Term (>20hr)
Sjoberg_1999,Phocidae,5,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Other Drivers of Movement and Behavior,Oceanagraphic Conditions,Single,2,Saltwater,0,0,NA,Not Reported,21,185,Not Reported,240,,Surface to 2m,NA,Long Term (>170d),Long Term (>20hr)
Sjoberg_1999,Phocidae,5,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Other Drivers of Movement and Behavior,Seasonal Differences,Single,2,Saltwater,0,0,NA,Not Reported,21,185,Not Reported,240,,Surface to 2m,NA,Long Term (>170d),Long Term (>20hr)
Sjoberg_1999,Phocidae,5,SA + Stationary,Satellite_Stationary,NoReceiver_Stationary,Satellite,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,0,NA,Not Reported,21,185,Not Reported,240,,Surface to 2m,NA,Long Term (>170d),Long Term (>20hr)
Smulders_2021,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0.6,0.85,NA,Not Reported,0.1285,0.2042,3.083,4.9,,Surface to 2m,NA,Short Term (<3d),Medium Term (2-20hr)
Smulders_2021,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Conservation Measures,Human_wildlife interactions,Single,2,Saltwater,0.6,0.85,NA,Not Reported,0.1285,0.2042,3.083,4.9,,Surface to 2m,NA,Short Term (<3d),Medium Term (2-20hr)
Sousa_2016,Teleostei,1,SA + Mobile,Satellite_Mobile,NoReceiver_Mobile,Satellite,Mobile,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,0,50,52,79,2,6,Not Reported,16,complementation - satellite tracked the movement of species and AUV followed these tagged individuals and characterized the food in that area. Meanwhile theyalso integrated a bunch of differn tehnology to how robotic vehicles can operate in measuring fish movement and behaviour,2m to 61m,Medium (28.5-120cm),Medium Term (3-170d),Medium Term (2-20hr)
Sousa_2016,Teleostei,1,SA + Mobile,Satellite_Mobile,NoReceiver_Mobile,Satellite,Mobile,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,0,50,52,79,2,6,Not Reported,16,,2m to 61m,Medium (28.5-120cm),Medium Term (3-170d),Medium Term (2-20hr)
Sousa_2016,Teleostei,1,SA + Mobile,Satellite_Mobile,NoReceiver_Mobile,Satellite,Mobile,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,0,50,52,79,2,6,Not Reported,16,,2m to 61m,Medium (28.5-120cm),Medium Term (3-170d),Medium Term (2-20hr)
Sousa_2016,Teleostei,1,SA + Mobile,Satellite_Mobile,NoReceiver_Mobile,Satellite,Mobile,Methodological,Feasibility,Single,2,Saltwater,0,50,52,79,2,6,Not Reported,16,,2m to 61m,Medium (28.5-120cm),Medium Term (3-170d),Medium Term (2-20hr)
Sousa_2016,Teleostei,1,SA + Mobile,Satellite_Mobile,NoReceiver_Mobile,Satellite,Mobile,Methodological,Integrated approach,Single,2,Saltwater,0,50,52,79,2,6,Not Reported,16,,2m to 61m,Medium (28.5-120cm),Medium Term (3-170d),Medium Term (2-20hr)
Stewart_2019,Chondrichthyes,3,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,10,70,NA,Not Reported,0.00191,0.2101,0.0458,5.042,Attachment methods! ,>61m,NA,Short Term (<3d),Medium Term (2-20hr)
Stewart_2019,Chondrichthyes,3,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,10,70,NA,Not Reported,0.00191,0.2101,0.0458,5.042,,>61m,NA,Short Term (<3d),Medium Term (2-20hr)
Stewart_2019,Chondrichthyes,3,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Tagging procedure,Single,2,Saltwater,10,70,NA,Not Reported,0.00191,0.2101,0.0458,5.042,,>61m,NA,Short Term (<3d),Medium Term (2-20hr)
Tackaberry_2020,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Reproductive Ecology,Parental offspring interactions,Single,2,Saltwater,4.1,61.4,550,Not Reported,0.12,0.3,3.1,7.2,,>61m,Large (>120cm),Short Term (<3d),Medium Term (2-20hr)
Tackaberry_2020,Cetacea,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,4.1,61.4,550,Not Reported,0.12,0.3,3.1,7.2,,>61m,Large (>120cm),Short Term (<3d),Medium Term (2-20hr)
Talwar_2020,Teleostei,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,,NA,NA,NA,NA
Talwar_2020,Teleostei,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Conservation Measures,Human_wildlife interactions,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,,NA,NA,NA,NA
Talwar_2020,Chondrichthyes,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,,NA,NA,NA,NA
Talwar_2020,Chondrichthyes,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Conservation Measures,Human_wildlife interactions,Single,2,Saltwater,Not Reported,NA,NA,Not Reported,Not Reported,NA,Not Reported,NA,,NA,NA,NA,NA
Tanoue_2012,Teleostei,1,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Behavioural Ecology,Predator_prey interactions,Multiple,3,Saltwater,0,0,40.8,50.9,1,2.9,Not Reported,NA,,Surface to 2m,Medium (28.5-120cm),Short Term (<3d),NA
Tanoue_2012,Teleostei,1,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Methodological,Paired lab approach,Multiple,3,Freshwater,0,0,40.8,50.9,1,2.9,Not Reported,NA,,Surface to 2m,Medium (28.5-120cm),Short Term (<3d),NA
Tanoue_2012,Teleostei,1,AC + DD + Stationary,Acoustic_DataLogger_Stationary,Both_Stationary,Acoustic_Data Logger,Stationary,Methodological,Feasibility,Multiple,3,Freshwater,0,0,40.8,50.9,1,2.9,Not Reported,NA,,Surface to 2m,Medium (28.5-120cm),Short Term (<3d),NA
Thomson_2011,Reptilia,3,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,3.83,4.98,86.11,95.98,Not Reported,NA,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),NA,NA
Thomson_2011,Reptilia,3,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Attributing behaviours to movement,Single,2,Saltwater,3.83,4.98,86.11,95.98,Not Reported,NA,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),NA,NA
Thomson_2011,Reptilia,3,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Energetics,Single,2,Saltwater,3.83,4.98,86.11,95.98,Not Reported,NA,Not Reported,NA,,2m to 61m,Medium (28.5-120cm),NA,NA
Thomson_2014,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,NA,76,110,Not Reported,NA,2.17,2.76,,NA,Medium (28.5-120cm),NA,Medium Term (2-20hr)
Thomson_2014,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Feasibility,Single,2,Saltwater,Not Reported,NA,76,110,Not Reported,NA,2.17,2.76,,NA,Medium (28.5-120cm),NA,Medium Term (2-20hr)
Thomson_2014,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Tag and video accuracy and precision,Single,2,Saltwater,Not Reported,NA,76,110,Not Reported,NA,2.17,2.76,,NA,Medium (28.5-120cm),NA,Medium Term (2-20hr)
Thomson_2014,Reptilia,1,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Other Drivers of Movement and Behavior,Seasonal Differences,Single,2,Saltwater,Not Reported,NA,76,110,Not Reported,NA,2.17,2.76,,NA,Medium (28.5-120cm),NA,Medium Term (2-20hr)
Thomson_2018,Reptilia,3,SA + AB,Satellite_Animalborne,NoReceiver_Animalborne,Satellite,Animal-borne,Methodological,Integrated approach,Single,2,Saltwater,Not Reported,NA,72.5,115,90,365,Not Reported,NA,"Complementation - video identified the prey types, i.e., preferences because they could ID the prey, and what type of habitat they approached prey, wether tropical seagrasess or temperate seagrasses. Where satellite showed the broader scale movement patterns between these sites, and showed that individual turtles with different isotopic signatures used different geographic locations to forage. Showing why they are these individual differences",NA,Medium (28.5-120cm),Long Term (>170d),NA
Thomson_2018,Reptilia,3,SA + AB,Satellite_Animalborne,NoReceiver_Animalborne,Satellite,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,NA,72.5,115,90,365,Not Reported,NA,,NA,Medium (28.5-120cm),Long Term (>170d),NA
Thomson_2018,Reptilia,3,SA + AB,Satellite_Animalborne,NoReceiver_Animalborne,Satellite,Animal-borne,Behavioural Ecology,Habitat and space use,Single,2,Saltwater,Not Reported,NA,72.5,115,90,365,Not Reported,NA,,NA,Medium (28.5-120cm),Long Term (>170d),NA
Tokunaga_2025,Chondrichthyes,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,Not Reported,NA,129,186,0.7625,1.2625,3.7,5,,NA,Large (>120cm),Short Term (<3d),Medium Term (2-20hr)
Tokunaga_2025,Chondrichthyes,2,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,Not Reported,NA,129,186,0.7625,1.2625,3.7,5,,NA,Large (>120cm),Short Term (<3d),Medium Term (2-20hr)
Tønnesen_2024,Cetacea,5,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Methodological,Tag and video accuracy and precision,Single,2,Saltwater,779,941,NA,Not Reported,0.041,0.329,1.1,7.9,"Verification - they tested two different tags, one with just depth sensors and the oter wth depth and cameras and lights to test how if the lights effects behaviour. So instead of using cameras to verify the behaviours inferred by movement, the tracking device was sued to verify that the camera with light unit did not effect natural behaviour. ",>61m,NA,Short Term (<3d),Medium Term (2-20hr)
Tønnesen_2024,Cetacea,5,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,779,941,NA,Not Reported,0.041,0.329,1.1,7.9,,>61m,NA,Short Term (<3d),Medium Term (2-20hr)
Tønnesen_2024,Cetacea,5,DD + AB,DataLogger_Animalborne,NoReceiver_Animalborne,Data Logger,Animal-borne,Behavioural Ecology,Predator_prey interactions,Single,2,Saltwater,779,941,NA,Not Reported,0.041,0.329,1.1,7.9,,>61m,NA,Short Term (<3d),Medium Term (2-20hr)
Tsuda_2014,Teleostei,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Reproductive Ecology,"Spawning, breeding, nesting behaviour",Single,2,Saltwater,0,0,28.1,31.1,Not Reported,NA,6,6,"Complementation and verification - data logger collectd information on depth of fish over time, while cameras showed more specific behaviours, such as fish shoaling behaviour, the direction they swim together and not togeher, like how tight the shoaling was during spawning, versus how they spereated ater shoaling so looking at their interactions together. Video data verified that changes in depth over time was because of spawning.  which helps to improve understanding of how to support spawning of captive fish in aquaculture - improving the rearing envionment of net cages.",Surface to 2m,Small (<28.5cm),NA,Medium Term (2-20hr)
Tsuda_2014,Teleostei,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Other Drivers of Movement and Behavior,Seasonal Differences,Single,2,Saltwater,0,0,28.1,31.1,Not Reported,NA,6,6,,Surface to 2m,Small (<28.5cm),NA,Medium Term (2-20hr)
Tsuda_2014,Teleostei,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Other Drivers of Movement and Behavior,Environmental factors,Single,2,Saltwater,0,0,28.1,31.1,Not Reported,NA,6,6,,Surface to 2m,Small (<28.5cm),NA,Medium Term (2-20hr)
Tsuda_2014,Teleostei,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Resource-Use Management,Aquaculture,Single,2,Saltwater,0,0,28.1,31.1,Not Reported,NA,6,6,,Surface to 2m,Small (<28.5cm),NA,Medium Term (2-20hr)
Uglem_2009,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Resource-Use Management,Aquaculture,Single,2,Saltwater,4,80,38,44.1,0,90,0.016,8,,>61m,Medium (28.5-120cm),Medium Term (3-170d),Medium Term (2-20hr)
Uglem_2009,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,4,80,38,44.1,0,90,0.016,8,,>61m,Medium (28.5-120cm),Medium Term (3-170d),Medium Term (2-20hr)
Uglem_2009,Teleostei,1,AC + Stationary,Acoustic_Stationary,Receiver_Stationary,Acoustic,Stationary,Behavioural Ecology,Community structuring,Single,2,Saltwater,4,80,38,44.1,0,90,0.016,8,,>61m,Medium (28.5-120cm),Medium Term (3-170d),Medium Term (2-20hr)
Van_den_Hoff_2020,Phocidae,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Methodological,Attributing behaviours to movement,Single,2,Saltwater,894,1000,NA,Not Reported,Not Reported,NA,Not Reported,NA,"Opportunistic observaions via video used to verify TDR data at depths, whether these eals were foraging at such depth",>61m,NA,NA,NA
Van_den_Hoff_2020,Phocidae,2,DD + Stationary,DataLogger_Stationary,NoReceiver_Stationary,Data Logger,Stationary,Behavioural Ecology,Behavioural states and adaptations,Single,2,Saltwater,894,1000,NA,Not Reported,Not Reported,NA,Not Reported,NA,,>61m,NA,NA,NA
